,Claps,Creator,Date,Image count,ReadingTime,Subtitle,Tags,Title,Topics,WordCount
2379,138.0,78e7f47e6485,1606803311969.0,2.0,7.707861635220127,A Brief Overview of the Current (And Potential) Regulatory Solutions To Address Income and Wealth Inequality in the United States,", Income Inequality, Wealth Inequality, Regulation, Work, Universal Basic Income",The Floor and Ceiling Approaches to Income Redistribution,", Economy, Basic Income",1941.0
2380,382.0,68d0a1fff1ac,1604603420357.0,3.0,3.4745283018867923,"Measures include hazard pay for essential workers, a possible wave of stimulus checks, and boosted unemployment benefits.",", Joe Biden, Policy, Economy, Money, Social Security",The 7 plans Biden has proposed that could put extra cash in your wallet,", Economy, Politics, Leadership, Business, Basic Income",775.0
2381,38.0,c89b3b762423,1605389862250.0,3.0,32.08207547169811,Introduction.,", Universal Basic Income, Artificial Intelligence, Social Justice, Economics, Environment","Memorandum: AI, UBI, and LVT",", Economy, Basic Income",8356.0
2382,44.0,68d0a1fff1ac,1605639741585.0,1.0,5.415094339622642,Companies and policymakers must build a universal childcare plan. Otherwise the economy will suffer as people can’t afford to have kids.,", Childcare, Economy, Work From Home, Education, Opinion",The US economy needs a childcare solution. Here’s how we can make it work.,", Economy, Politics, Society, Health, Basic Income",1382.0
2383,11.0,479648222c8c,1603987031037.0,9.0,10.864150943396226,Reflections on why “this is the moment” to test guaranteed income and what the City of Stockton is learning from its pilot,", Cities, Guaranteed Income, Universal Basic Income, Poverty, Innovation",Guaranteed Income for Economic Empowerment: A Q&A with Mayor Michael Tubbs,", Politics, Basic Income",2561.0
2384,105.0,698d9e8c1ec5,1602272634948.0,1.0,4.505660377358491,An Iranian Trial for Universal Basic Income Destroyed Preconceived Notions and Proved the Idea Works,", Iran, Universal Basic Income, British Politics, Politics, Socialism",How Iran Led the Way on Universal Basic Income,", World, Basic Income",1141.0
2385,392.0,2d4c6380e327,1602124370847.0,4.0,4.79811320754717,And one really good answer,", Economics, Politics, Work, Capitalism, Money",9 Good Questions About UBI,", Economy, Politics, Basic Income",1086.0
2386,95.0,1b62a2b4b222,1601572667740.0,1.0,5.943396226415095,Arlene Nichols was one of 20 low-income Black mothers to participate in the Magnolia Mother’s Trust year-long basic income pilot.,", Guaranteed Income, Basic Income, Universal Basic Income, Poverty, Mississippi","How a Single Mother of 4 in Jackson, Mississippi, Spent $1,000 a Month in Guaranteed Income",", Nonfiction, Basic Income, Family, Equality",1522.0
2387,113.0,1b62a2b4b222,1601572707581.0,1.0,7.724528301886792,Elsie McCoy was one of 20 low-income Black mothers to participate in the Magnolia Mother’s Trust year-long basic income pilot.,", Basic Income, Guaranteed Income, Universal Basic Income, Poverty, Mississippi","How $1,000 a Month in Guaranteed Income Helped One Mother Move Into a Home of her Own",", Nonfiction, Basic Income, Family, Equality",1994.0
2388,171.0,86ccbe27070a,1601391262332.0,5.0,14.58805031446541,"In California, the city of Stockton is running the first American basic income trial in decades",", Basic Income, Universal Basic Income, Stockton",A Radical Free-Money Experiment Became Vital When Covid-19 Hit,", Economy, Basic Income",3645.0
2389,118.0,241cb35b86b6,1600919719608.0,2.0,6.126729559748428,"I’ve never been the biggest fan of minimum wage laws. They seem, at best, an indirect way of accomplishing what a universal basic income…",", Economics, Politics, Minimum Wage, Business","Minimum Wage Laws, Substitution and Income Effects",", Economy, Basic Income",1522.0
2390,622.0,2d4c6380e327,1600190327019.0,3.0,5.768867924528302,And why they’re wrong,", Economics, Politics, Money, Inflation, Poverty",5 Arguments Against UBI,", Money, Economy, Politics, Basic Income",1383.0
2391,60.0,ff20bcff3c2b,1601090867245.0,1.0,10.532075471698112,"Bold solutions are required to fight the harm caused by widespread unemployment, evictions, and a modern recession.",", Universal Basic Income, Unemployment, Taxes, Social Change",We Need A Universal Basic Income,", Economy, Politics, Basic Income",2738.0
2392,600.0,1c1f69930555,1599941552278.0,1.0,3.5245283018867926,Stats and figures that may show the UBI is inevitable,", Work, Technology, Economics, Money, Socialism",Is Universal Basic Income the Answer to Automation?,", Economy, Basic Income, Technology",881.0
2403,3996.0,68d0a1fff1ac,1604520087614.0,6.0,13.27075471698113,"As of Election Day 2020, 1 in 3 Americans live in a state where adults can legally buy cannabis. Here’s what we know about the drug.",", Science, Marijuana, Health, Cannabis, Marijuana Legalization",Here’s what marijuana actually does to your body and brain,", Cannabis, Psychology, Health",3265.0
2404,602.0,752823f68126,1605726147368.0,1.0,3.5320754716981133,Marijuana raises heart rate and may increase your risk of heart disease. Here’s what research has found so far.,", Smoking, Heart Health, Heart Disease, Marijuana, Science",Marijuana can be just as bad as tobacco — here’s how it affects your heart,", Cannabis, Science, Health",883.0
2405,567.0,1378af7d178e,1606592718651.0,1.0,5.0452830188679245,Let’s Talk About The Real Cannabis Culture,", Cannabis, Cannabis Culture, Marijuana, Productivity, Hustle Culture",Your Friends That Smoke Weed Aren’t Lazy,", Culture, Cannabis, Productivity",1284.0
2406,35.0,7f23702c5926,1606429004401.0,3.0,8.35,"On average, drug reform initiatives beat out Joe Biden by over 10 points in states across the US this year.",", Marijuana, Joe Biden, Politics, 2020 Presidential Race, Drugs",Weed is More Popular than Joe Biden,", Cannabis, Politics, Election 2020",2067.0
2407,52.0,206fe72ae1e3,1606381882343.0,1.0,4.867924528301887,Is it marijuana? Will it make you high? Can you drive if you take it? Do you smoke it? Will it make you drowsy? Can people tell you are…,,My experience with CBD oil and how it affects the human body,", Cannabis, Health",1237.0
2408,87.0,4f5e2df3ca6d,1606154067574.0,6.0,6.534905660377358,Everything old is new again,", Health, Lifestyle, Medicine, Supplements, Fitness",Beyond CBD: What’s On the Horizon for Cannabinoids?,", Cannabis, Health",1480.0
2409,323.0,ab722463a7a3,1606358077617.0,6.0,10.704716981132075,A review of the Levo II & the next evolution of infusing cannabutter at home,", Recipe, Cannabis, Weed, Cooking, Culture",How to Make Cannabis Butter & Edibles ~ In Vogue,", Cannabis, Lifestyle, Food",2585.0
2410,100.0,fd8e02ab6c50,1604934361684.0,1.0,2.9169811320754717,"Drugs won big this election. Rev Left Radio explains why, and more.",", Rev Left Radio, Legalize Drugs, Leftism, Elections, Communism",Why It Was Drugs in 2020,", Culture, Cannabis, Society",720.0
2411,0.0,2694b4c90249,1605814362647.0,1.0,3.449056603773585,"There are at least 13 marijuana related bills pre-filed for the session, though the odds on all of them passing are long. The most…",", Txlege, Marijuana Legalization, Texas, Texas Legislature",Weed Law: The Bills Before the Texas House on Marijuana,", Cannabis, Politics",861.0
2412,271.0,5e4381dec8c9,1605767595262.0,2.0,4.885220125786164,My documentary ‘SMOKE: Marijuana + Black America’ tracks the recent cannabis boom — and how racism has already crept in,", Cannabis, Race, Business, Equality, Money",Making Sure the Cannabis Rush Gets Black Folks Rich Too,", Money, Culture, Cannabis, Business, Race, Equality",1193.0
2413,333.0,bf3ba8c2f310,1605645336205.0,3.0,7.010377358490566,"How did cannabis — a plant humans have been using for more than 10,000 years — become so vilified in the U.S.?",", Justice, Cannabis, History, Society, Recreational Marijuana",An Archaeology of Marijuana,", Culture, Cannabis, Society, Science, History, Justice",1712.0
2414,35.0,2f1d7b1d1bb0,1605143093785.0,1.0,5.1169811320754715,Oregonians pass Drug Decriminalization and Addiction Treatment Initiative with 59% approval,", Government, Drugs, Freedom, Politics, Elections","Americans Voted For Love and Freedom, and It’s Got Absolutely Nothing To Do With Donald Trump or…",", Cannabis, Politics, Society, Addiction",1303.0
2415,85.0,dc21b1b5e345,1605215003879.0,3.0,6.95,It may not be who you think,", Politics, Election 2020, Addiction, Justice, Cannabis",The Election’s Biggest Winner,", Cannabis, Politics, Justice",1696.0
2416,291.0,6425b2ce1ee1,1605162742952.0,1.0,1.4754716981132074,Cannabis will soon be legal in some form in 36 U.S. states but remains illegal at the federal level,", Number Of The Day, Cannabis, Marijuana, Business, World","The Legal Marijuana Industry Reaches New Highs, by the Numbers",", Cannabis, Politics, Business, World",338.0
2417,95.0,290775e5f1f2,1605088099754.0,4.0,5.967924528301887,"In the past century, smoking weed has become a symbol of the 1960s counterculture movement, been public enemy number one in America, and…",", Cannabis, Weed, Cannabis Industry, Cannabis Medical, Cannabis Legalization",Turning Over a New Leaf,", Culture, Cannabis, Politics",1396.0
2418,150.0,e352f552924,1604861995260.0,1.0,4.1471698113207545,3 benefits I have experienced from using CBD oil.,", Health, Mental Health, Cannabis, Lifestyle, Self",Can CBD Improve Your Mental Health?,", Cannabis, Mental Health",1046.0
2419,172.0,13f343492705,1604934992713.0,3.0,4.523584905660377,"As 2020 continues to bulldoze through our lives, at each turn carrying with it the promise of a headline even more shocking than the last…",", Technology, Marijuana, Cannabis, Business, Supply Chain",Gaps in quickly growing cannabis industry filled by tech startups,", Cannabis, Business",1053.0
2429,665.0,4c0b8459fde6,1606350441441.0,1.0,7.6716981132075475,This is why you can eat in a restaurant but can’t have Thanksgiving.,", Coronavirus, Covid 19, Cities, Politics, Public Health",The Logic of Pandemic Restrictions Is Falling Apart,", Politics, Coronavirus, Cities, Health",1980.0
2431,349.0,dcc65a041979,1606538147018.0,1.0,4.452830188679245,"Remembering New York’s first Black mayor, who steered the city through racial unrest and the late crack era",", David Dinkins, NYC, Politics, Race, History",Mayor David Dinkins’ Fight to Undo New York City’s Race War,", Culture, Politics, Race, History, Cities, Equality",1127.0
2432,584.0,8639ddd00387,1605594741665.0,1.0,4.709433962264151,"Many blame classism for housing displacement, but gentrification is racist at its core",", Race, Gentrification, Cities, San Francisco, Housing","If Gentrification Killed San Francisco, Racism Rode Shotgun",", Culture, Economy, Race, Cities, San Francisco",1195.0
2434,119.0,12c412a5bf7b,1606582941714.0,1.0,2.777358490566038,The blue-green color can be seen on copper roofs and the iconic Statue of Liberty,", Verdigris, NYC, New York City, Cities, Colors",Verdigris in New York City,", Travel, Cities",683.0
2435,170.0,390b70fefc32,1606796523727.0,1.0,5.513207547169811,Community is People and Place,", Gentrification, Cities, Social Welfare, Diversity, Chicago",My Neighborhood is Gentrifying Again: Part 4,", Cities, Equality",1408.0
2436,5.0,e945ca7119a5,1606685517975.0,2.0,16.55314465408805,"The case of Tripoli, Lebanon",", Urban Planning, Urbanism, Culture, Gender Equality, Coffee",How Cafe Culture Influences Social Mobility,", Travel, Food, History, Cities",4285.0
2437,105.0,5320ecb977d9,1606470894332.0,2.0,7.798427672955976,We need seemingly crazy ideas because what we’re doing now isn’t working,", Money, Personal Finance, Cities, Housing, Los Angeles",A Personal Finance Fix to the Gentrification Problem,", Economy, Cities",1965.0
2439,1.0,d655641d1755,1606784271210.0,3.0,4.75,"Morning walks around the neighborhood take me down some rapidly changing blocks. On a side street backed up to the creek, rows of…",", Urban Planning, Housing, Cities, Economics, Development",Roofs and Ladders: Mix-Income Neighborhoods and Economic Mobility,", Economy, Cities",1113.0
2440,51.0,1315f595c07f,1606310325086.0,7.0,13.521698113207547,"Los Angeles, as seen in previous articles, is gigantic. Its urban sprawl is infinite. Moreover, this extreme sprawl extends to more than…",", Los Angeles, Nature, California, Urban Planning, Life",Los Angeles Vs. Nature,", Cities, Outdoors, Climate Change",3305.0
2441,72.0,5787c4eaaaa9,1596568282897.0,1.0,8.569811320754717,Trickle-downers advocate for the wealthiest Americans at our expense. We can’t afford to play these games in the middle of a pandemic.,", Economics, Politics, Seattle, Labor, Business",Democrats Are Peddling Trickle-down BS — Even Right Here in Seattle,", Economy, Politics, Cities",2218.0
2442,32.0,c7f83ddd6a,1603312976994.0,2.0,4.300314465408805,"Unless we take action now, 1000 more Seattle small businesses and 1 in 5 restaurants could close forever.",", Politics, Economics, Business, Policy",We Can’t Wait to Save Small Business,", Economy, Business, Cities",1038.0
2443,103.0,390b70fefc32,1606349998649.0,1.0,4.807547169811321,The Suburbs Are Historically Significant,", Gentrification, Cities, Social Issues, Urban Planning, Diversity",My Neighborhood is Gentrifying: Part 3,", Society, Race, History, Cities, Equality",1221.0
2444,328.0,b0aba22e640c,1606147328199.0,1.0,6.267924528301887,Cars are just giant smartphone chargers,", Zipcar, Cars, Transportation, Business, Cities",Millennials Love Zipcar Because They’ll Never Own a Car,", Lifestyle, Cities, Future, Gadgets, Transportation, Technology",1608.0
2445,0.0,752823f68126,1605908698804.0,3.0,5.908490566037735,"New York City schools are closed indefinitely. Experts criticized the decision, since super-spreader locations like bars and gyms are open.",", Parenting, Schools, Coronavirus, Education, New York City",Experts question why New York City closed schools and not restaurants or gyms,", Coronavirus, Business, Education, Cities",1420.0
2456,794.0,39152bc9d537,1606758654813.0,1.0,10.233962264150943,I am an accomplished failure in the American meritocracy. Where do I go from here?,", Academia, History, Society, Work, Education",The Anguish of Academia,", Education, Work",2659.0
2457,620.0,bbb451c0b438,1606285919997.0,1.0,3.8830188679245285,"A high school student explains why, and how to make it better",", Education, Mental Health, Health, Students, Remote Education",Zoom School Is Hurting Kids’ Mental Health,", Culture, Coronavirus, Mental Health, Education, Health",976.0
2458,1.0,b5b2927f42a2,1606848271640.0,1.0,2.0679245283018868,By Todd Steele,", Education, Higher Ed, CTE, Ecmc Group, Gen Z",Gen Z Views Traditional College Path as Old School,", Education",495.0
2459,52.0,9da80d57484b,1606879680636.0,1.0,4.9245283018867925,I hate it when people wear masks.,", Early Childhood Education, Masks, Covid 19, Learning, Heads Up",Four Reasons Masks Suck in the Early Childhood Classroom,", Education",1252.0
2460,168.0,7e9c7034a8ac,1606838662083.0,1.0,4.667924528301887,Surviving as a teacher in a school during a global pandemic,", Education, Teaching, Covid 19, Work, Working In A Pandemic",I Didn’t Sign up to Die for Your Education,", Education",1184.0
2462,146.0,bf7b0624bf35,1606844058574.0,1.0,8.754716981132075,Two cheers for inclusivity,", Education, Society, Academia, Ideas, Political Correctness",Self-Censorship in the Academy,", Education",2267.0
2463,31.0,ec1d9dc1c13c,1606842095664.0,1.0,5.362264150943396,How to make sharing the classroom work,", Education, Teaching, Supervisor, Training, Self Improvement",From Team Teacher to Team Player,", Education, Work",1368.0
2464,8.0,ec1d9dc1c13c,1606842027791.0,1.0,3.626415094339623,An exercise in lifelong learning,", Education, Teaching, Business, Self Improvement, Self Development",The Family Experience from the Small Business to the Team-Taught Classroom,", Education",908.0
2465,12.0,c49616bf01be,1606772437274.0,5.0,11.286163522012579,"I had received seven admission offers with no scholarship, yet I started anyway and secured full funding for my Master's degree",", Education, Graduate School, Student Loans, Debt, College",How to Get Funded in Grad School When You Don’t Have a Scholarship,", Money, Education, Work",2770.0
2466,110.0,d259e375a366,1606760962818.0,1.0,4.739622641509434,"“Self-taught, are you?” Julian Castle asked Newt.",,You Are Your Most Important Teacher,", Education",1203.0
2467,0.0,752823f68126,1606503758167.0,7.0,7.634905660377358,Virtual college classes mean off-campus houses look extremely different for some students this school year.,", College, Student Housing, Education, Coronavirus, Friendship",Students are replicating a college social life by renting houses thousands of miles away,", Remote Work, Education",1745.0
2468,1.0,76da62c75f0f,1606752846208.0,1.0,4.358490566037736,How much the U.S. economy would be helped by forgiving college debt is a matter for debate,", Student Loans, Debt, Economy",Who Gains Most From Canceling Student Loans?,", Economy, Education",1102.0
2469,3.0,af82dd702780,1606748552103.0,3.0,7.372641509433962,Reflections on Teaching During the Fall of 2020,", Art Of Teaching, Education, Covid 19edu, Remote Learning, Classroom",Focusing on My Circles of Concern,", Education",1808.0
2470,26.0,db41c30f9060,1606749945305.0,0.0,0.6981132075471698,The junior government major is excited to build the future of the university,", Harvard, Education, Race, Student Government",Harvard Student Body Elected a Black Man as President for the First Time,", Race, Education, Equality",185.0
2471,224.0,a2f31108f93c,1606740797676.0,1.0,5.867924528301887,And how to move forward,", Work, Education, Careers, Advice, Life Lessons",6 Reasons Why Your College to Work Transition is Rough,", Education, Work",1502.0
2472,50.0,40af7f7dd093,1606816909658.0,1.0,5.433962264150944,There are better alternatives to improve the education system,", Biden, Student Loans, Higher Education, Free College, Students",Why Biden Should Not Forgive Student Debt,", Politics, Education",1387.0
2484,2059.0,dca28aa3f14b,1606249775513.0,10.0,6.533018867924528,When death changed from a tragic matter to a comedic one,", History, Death, Humor, Culture, Stories",The Five Most Ridiculous Ways People Have Died in History,", History",1400.0
2485,2789.0,ca0b27f6e98c,1605904528762.0,1.0,6.460377358490566,We must stop ignoring the suffering of marginalized people,", BlackLivesMatter, Racism, Politics, History, Justice",Schools Must Teach that Thomas Jefferson Raped a Black Child,", Race, History, Equality",1659.0
2487,101.0,63463afc4a3f,1606896868467.0,1.0,7.516981132075472,And why his legacy will never be repaired,", History, Technology, Books, Nonfiction, World",How Neville Chamberlain Became Defined By Appeasement,", History",1939.0
2489,53.0,1901a19f7d90,1606886687324.0,1.0,4.0150943396226415,"No one knows the exact number of women, King Charles II of Britain had sex with, in his lifetime.",", Women, Sexuality, Feminism, History, Culture",The Merry Sex Life of Charles II,", History",1011.0
2491,151.0,63342d3d6b07,1606889955608.0,4.0,5.179245283018868,His technology caused international intrigue and helped the Beach Boys,", History, Culture, Music, Technology, Government",The Russian Trojan Horse,", History",1187.0
2492,139.0,4a8858cacc8e,1606896537808.0,7.0,6.623584905660377,The genius codes and sheer audacity of four young women inmates of Ravensbrück — Nazi camp,", History, Feminism, World, Racism, Culture",Prisoners’ Letters with Hidden Messages Written in Urine,", History",1477.0
2495,0.0,de2302dabfe4,1606842235243.0,3.0,5.24811320754717,Harvard historian Jill Lepore explores the Simulmatics Corporation’s efforts to predict human behavior in the 1950s and ’60s.,", Politics, Elections, Predicting Behavior, Predictive Analytics",The People Machine,", Politics, Society, History",1245.0
2497,22.0,42ebb1739a47,1606919410669.0,11.0,37.77169811320754,The Common Thread in All Nations’ Mythologized War Stories,", World War II, History, Europe, Netherlands, Holocaust",WWII Mythology Tour: The Netherlands,", History",9665.0
2500,168.0,d866971a334f,1606831245846.0,13.0,6.464150943396227,One of the most famous conjoined twins in modern history.,", History, Relationships, Twins, Sisters, Life",The Tragic Life Story of the Conjoined Hilton Sisters,", History",1342.0
2501,129.0,e14da3d16914,1606828310735.0,2.0,2.0625786163522015,Peggy Beck’s 1963 murder has finally been solved but her killer hasn’t been seen since the ‘70s.,", Cold Case, History, Colorado, True Crime, Short Read",Coldest Case Solved but the Murderer Can’t Be Found,", History, Justice",445.0
2512,878.0,f744e06e246a,1606330965873.0,1.0,2.9433962264150946,Something I glimpsed on psychedelics.,", Meditation, Mindfulness, Psychedelics, Happiness, Self-awareness",Something Awaits On The Other Side Of Meditation,", Mindfulness, Psychedelics",727.0
2513,1012.0,bf4c3c7dced5,1604513686861.0,1.0,4.188679245283018,"A day after Oregon legalizes psilocybin, a new study adds to a growing body of literature that psychedelics can be useful for psychiatry",", Psychedelics, Drugs, Health, Science, Mental Health",The Case for Psychedelics for Depression Is Getting Stronger,", Psychedelics, Mental Health, Science, Health",1057.0
2514,903.0,f744e06e246a,1605109250494.0,1.0,3.7396226415094342,There’s a “there” there.,", Self Improvement, Sleep, Psychedelics, Self-awareness, Self",What I Learned About Self-Care From 2 Grams of Psilocybin,", Lifestyle, Psychedelics, Self",938.0
2515,656.0,7bb9ad3fdfc2,1606277863511.0,2.0,4.885220125786164,"The brain chemistry of death, dreams and the afterlife",", Science, Philosophy, Psychology, Life, Health","The Afterlife Could Exist, but Entirely in Your Head",", Psychedelics, Psychology",1193.0
2516,0.0,9ed87b5c17b9,1606848225315.0,1.0,3.6943396226415097,"They are all altered states, but how do they connect?",", Mindfulness, Spirituality, Psychedelics, Personal Growth, Meditation","Psychedelics, Mindfulness, and Spirituality, Are They Related?",", Psychedelics",926.0
2518,111.0,77f188340b1d,1606769669891.0,6.0,8.742452830188679,Written thoughts during my first experience with Magic Mushrooms,", Psychedelics, Mental Health, Drugs, Spirituality, Self Improvement",3 Ways I Described Why I Like Psychedelics While Tripping,", Psychedelics, Mental Health, Self",2065.0
2519,130.0,1aa197f3ad0b,1605672213986.0,1.0,1.5169811320754716,"Amid the cannabis legalization “Green Wave” that’s taking place across the globe, a second wave of legalization is also occurring…",", Psychedelics, Cannabis, Drugs, Consciousness, Mind",California Looks to Decriminalize All Psychedelics,", Politics, Psychedelics",349.0
2520,109.0,d2ba8234730f,1606444095388.0,2.0,4.579559748427673,What snails can teach us about life,", Psychedelics, Psychology, Life Lessons, Nature, Mushrooms",A Snail Tale,", Psychedelics, Self",1112.0
2522,527.0,d875b505d90c,1606160049402.0,2.0,7.590880503144654,"With incremental legalization and promising research, the speculative opportunities for plant-based medicine are ratcheting up. But will…",", Emerging Markets, Psychedelics, Mental Health, Culture, John Gorman",Please Don’t Ruin Mushrooms,", Psychedelics, Health",1910.0
2523,265.0,2a673cc172fb,1605988962771.0,1.0,4.437735849056604,I experienced enlightening effects as well as insightful lessons that I’ll carry for a lifetime.,", Self, Life Lessons, Creativity, Psychedelics, Inspiration",I Didn’t Need LSD — I Needed a New Perspective,", Psychedelics, Self",1123.0
2524,198.0,19a78a18d6b4,1606414973775.0,1.0,3.177358490566038,MDMA therapy promotes self compassion – it came to me in the form of a little song.,", Mental Health, Self Improvement, Psychedelics, Self, Life","How a Drug-Induced, Spontaneous Song Opened Me Up to Mental Healing",", Psychedelics, Mental Health",789.0
2526,117.0,e40ca1f089c6,1605191030961.0,1.0,5.120754716981132,"Psilocybin is that natural antidepressant we have all been waiting for, recently legalized in Oregon’s Measure 109.",", Mental Health, Mental Illness, Depression, Psychology, Psychedelics",Why Aren’t We Talking about Magic Mushrooms and Mental Health?,", Psychedelics, Mental Health",1304.0
2527,78.0,8e6c9c00a22b,1605014590973.0,1.0,4.875471698113207,Jonathan Lubecky says MDMA-assisted therapy helped him overcome PTSD. Now he wants to help others.,", Psychedelics, Veterans, Drugs, Politics",An Iraq War veteran fights for psychedelic medicines,", Politics, Psychedelics, Mental Health, Health",1239.0
2528,642.0,19a78a18d6b4,1604992622569.0,2.0,5.390880503144655,"One year on from my psychedelic drug treatments, I still feel very, very different",", Mental Health, Psychology, Self Improvement, Psychedelics, Self",How Living Feels After Being Mentally Healed by Psychedelics,", Psychedelics, Mental Health",1327.0
2537,6196.0,2f1cea86f5ef,1605190991370.0,1.0,4.124528301886793,It’s over.,", Politics, Christianity, Donald Trump, Faith, Jesus",The Final Evangelical Reckoning of Donald Trump,", Religion, Politics",1040.0
2538,1826.0,9283912099ce,1604789342274.0,4.0,10.567924528301885,The list the church doesn’t want you to see,", Religion, Spirituality, Christianity, Jesus, Faith",How to Really be More Like Jesus,", Spirituality, Religion",2615.0
2539,1223.0,3db5862160d9,1606317087678.0,1.0,9.188679245283017,"Evangelicals have supported Trump, resisted Black Lives Matter, and propagated conspiracies. Is that what Jesus would do?",", Religion, Spirituality, Politics, Election 2020, Christianity",I’m Not Sure I Want to Call Myself a Christian Anymore,", Spirituality, Religion, Politics, Society",2382.0
2541,358.0,e357e61d46de,1606887357699.0,4.0,12.458490566037735,On the origins of liberal democratic values in the Western Church’s social engineering,", Sexuality, Family, Science, Relationships, Religion",The “Traditional Family” is WEIRD (and Revolutionary),", Culture, Religion, History, Family",3116.0
2543,0.0,35460bb482,1606250168673.0,0.0,8.766037735849057,Few things define Southern culture like our habit of transposing religion onto anything from government policies and baby names.,", Reading, Religion, The South, Pop Culture, Myths",Reading Charles Reagan Wilson’s “Judgment & Grace in Dixie”,", Books, Spirituality, Religion",2323.0
2545,65.0,e23be325b468,1606249529019.0,3.0,7.383962264150943,An Exploration of Deconstructionism In Social Media,", Religion, Spirituality, Technology, Social Media, Culture",Defining Religious Group Identity Through Divergence,", Spirituality, Religion",1811.0
2546,55.0,e23be325b468,1606248524232.0,10.0,9.887735849056604,How (Counter) Reformation ideals transformed art into power.,", Art, Religion, Politics, Money, History",The Sacred as Art: A Christian History,", Religion, Art, History",2289.0
2547,54.0,432518379f3,1606249569947.0,1.0,6.592452830188679,How Roman conspiracy theories threatened the early Christian movement.,", History, Religion, Christianity, Philosophy, Conspiracy Theories",Cannibals at an Orgy,", Religion, History",1694.0
2548,1235.0,21541f34f83c,1606190311953.0,1.0,5.226415094339623,Couple  claim religious discrimination,", LGBTQ, Equality, Religion, Sexuality, Parenting",Prospective Foster Parents Sue to Practice Conversion Therapy,", Religion, LGBTQIA, Equality",1332.0
2549,50.0,499db64d4fb5,1606234044401.0,2.0,9.734276729559747,The weird experience of being a 21st century Jew,", Jewish, Judaism, Jews, Religion, Ethnicity",Weird Stuff About Being a Jew,", Culture, Religion, Race, Equality",2478.0
2550,0.0,ff716e2208ac,1606144977776.0,1.0,7.4,Lessons from 17th Century Naples,", History, Italy, Religion, Catholicism","Bones, Oil, and Saints: How Holiness worked in pre-modern Europe",", Religion, History",1908.0
2551,1646.0,56bba75e2125,1605978447844.0,2.0,5.070125786163523,"“There’s no case that can be made biblically for a woman preacher. Period, paragraph, end of discussion.” John MacArthur",", Spirituality, Religion, Christianity, Womens Rights, Patriarchy",Why Do Men in Ministry Feel Threatened By Women Who Preach?,", Spirituality, Religion, Feminism",1242.0
2552,391.0,5b5d96b4a556,1605895348557.0,1.0,9.441509433962263,How I overcame the shame and guilt,", LGBTQ, LGBT, Christianity, Christian, Lesbian",Growing Up Gay and Christian,", Spirituality, Religion, LGBTQIA",2449.0
2553,163.0,e0156b1ad36b,1605884517774.0,1.0,9.818867924528302,On Dukkha and having a meaningful existence.,", Buddhism, Philosophy, Life, Life Lessons, Society",What Do Buddhists Think About Suffering?,", Spirituality, Religion, Philosophy",2549.0
2554,393.0,70f3825ad7cc,1605918758163.0,2.0,7.583333333333334,White Evangelicals and Critical Race Theory,", Society, Christianity, Social Justice, Race, Religion","Same Wolf, Different Clothes",", Religion, Race, Equality",1908.0
2555,16.0,f535dbc3e3c0,1605885621079.0,1.0,4.811320754716982,This appeared in The Millennial source,", Joe Biden, Catholic, President, United States, News",Joe Biden will be only second Catholic president in US history,", Religion, Politics",1222.0
2566,356.0,3c8c23f492c2,1605864745300.0,1.0,3.988679245283019,A look back at her years growing up in Berkeley,", Friday Five, Kamala Harris, Politics, Election 2020, Bay Area",5 Little-Known Facts About Kamala Harris’ Childhood in the East Bay,", Politics, Race, Election 2020, History, San Francisco, Equality",1004.0
2573,1.0,e513506f9df9,1606840223798.0,1.0,1.5924528301886791,Help us recognize the people and small businesses that have made our community better during this dumpster fire of a year,", Bay Area, San Francisco, Oakland, Small Business",Seeking Nominations for The Bold Italic’s 2020 Awards: Celebrating the Bay Area’s Hustle and…,", Marketing, San Francisco",369.0
2574,57.0,20c50056bd3a,1606763535580.0,4.0,7.428301886792453,Diary entries from rides I’ve actually come to miss,", Bart, San Francisco, Bay Area, Transportation, Humor",Weird and Wonderful Dispatches From My Former Bart Commute,", Humor, San Francisco, Transportation",1783.0
2575,0.0,838ecc74a204,1606679276098.0,8.0,5.925786163522012,"A tour of chocolate croissants from Jane the Bakery, b patisserie, Arsicault Bakery, Fillmore Bakeshop, and La Boulangerie de San…",", San Francisco Food, Bakery, Food Review, Pastry, Croissant",Chocolate Croissant Tour of San Francisco,", Food, San Francisco",1270.0
2576,12.0,df0537baa965,1606847941116.0,6.0,3.972641509433962,Coastside conservationists (literally) carry a native species on their shoulders,", Fish, Conservation, Wildlife, California, Bay Area",“A watershed moment”: Coho salmon are re-introduced to Pescadero Creek,", San Francisco, Climate Change",801.0
2577,54.0,3c8c23f492c2,1606383183901.0,1.0,1.5886792452830187,They’re pretty new around here,", San Francisco, Bay Area, Animals, Outdoors",Why Does the Bay Have So Many Wild Turkeys?,", Science, San Francisco, Climate Change",368.0
2578,5.0,3c8c23f492c2,1606266896044.0,1.0,2.6339622641509437,"Micro meals, take-out, Zooms, and other ways to get festive",", San Francisco, Thanksgiving, Weasked",We Asked San Franciscans: How Are You Celebrating Thanksgiving?,", San Francisco",645.0
